species,country,year,variety,colour,processing_method,aroma,flavour,aftertaste,acidity,body,balance,uniformity,sweetness,moisture
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.67,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.5,10.0,10.0,0.1
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.58,7.58,7.75,7.67,6.83,10.0,10.0,0.12
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.33,7.42,7.58,7.42,7.67,7.5,10.0,10.0,0.11
Arabica,Brazil,2011,Mundo Novo,,,7.58,7.5,7.33,7.75,7.5,7.5,10.0,10.0,0.0
Arabica,Brazil,2017,Bourbon,Green,Natural / Dry,7.5,7.5,7.5,7.5,7.58,7.5,10.0,10.0,0.11
Arabica,Indonesia,2017,Other,Green,Washed / Wet,7.83,7.75,7.25,7.5,7.42,7.33,10.0,10.0,0.11
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.58,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.1
Arabica,Guatemala,2016,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.67,7.5,10.0,10.0,0.1
Arabica,Thailand,2014,,Green,Washed / Wet,7.5,7.83,7.5,7.75,7.33,7.42,9.33,10.0,0.12
Arabica,Thailand,2014,Caturra,,Washed / Wet,7.33,7.5,7.5,7.5,7.67,7.5,10.0,10.0,0.11
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.67,7.42,7.33,7.58,7.5,7.5,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Bluish-Green,Washed / Wet,7.75,7.0,7.42,7.58,7.58,7.58,10.0,10.0,0.12
Arabica,Mexico,2013,Other,Green,Washed / Wet,7.42,7.58,7.5,7.67,7.25,7.5,10.0,10.0,0.0
Arabica,Brazil,2013,Yellow Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.42,7.5,7.67,7.33,7.42,7.67,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.42,7.33,7.67,7.42,7.5,10.0,10.0,0.12
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.5,7.5,7.42,7.42,7.58,7.58,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.67,7.17,7.33,7.5,7.67,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,None,Washed / Wet,7.5,7.58,7.5,7.5,7.42,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10.0,10.0,0.11
Arabica,Guatemala,2012,Caturra,Green,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10.0,10.0,0.11
Arabica,Brazil,2012,Bourbon,Blue-Green,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10.0,10.0,0.0
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10.0,10.0,0.12
Arabica,Guatemala,,,,,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10.0,0.01
Arabica,Honduras,2017,Other,Green,Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10.0,10.0,0.12
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10.0,10.0,0.1
Arabica,Guatemala,2016,Bourbon,Green,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10.0,10.0,0.12
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10.0,10.0,0.12
Arabica,Guatemala,2017,Caturra,Green,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10.0,10.0,0.11
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10.0,10.0,0.11
Arabica,China,2015,Catimor,Green,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10.0,10.0,0.1
Arabica,Brazil,2016,,Green,,7.42,7.5,7.33,7.5,7.25,7.42,10.0,10.0,0.11
Arabica,Tanzania,2015,Ruiru 11,Green,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10.0,10.0,0.13
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10.0,10.0,0.0
Arabica,Guatemala,2013,Caturra,Green,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10.0,10.0,0.1
Arabica,Mexico,2014,Typica,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.11
Arabica,Brazil,2012,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10.0,10.0,0.12
Arabica,Peru,2013,,Green,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10.0,0.0
Arabica,Brazil,2013,Yellow Bourbon,Green,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10.0,10.0,0.0
Arabica,Mexico,2013,Bourbon,Green,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10.0,0.12
Arabica,Honduras,2012,,None,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10.0,10.0,0.09
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10.0,10.0,0.11
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10.0,10.0,0.14
Arabica,Mexico,2012,Caturra,Green,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Mexico,2012,Pacamara,Green,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10.0,10.0,0.14
Arabica,Mexico,2012,Caturra,Green,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Bluish-Green,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10.0,10.0,0.12
Arabica,Colombia,2012,Caturra,,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10.0,10.0,0.0
Arabica,Brazil,2012,Arusha,Blue-Green,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.11
Arabica,Colombia,2011,Caturra,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10.0,10.0,0.0
Arabica,Colombia,2011,,,,7.58,7.25,7.42,7.25,7.58,7.83,10.0,10.0,0.02
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.1
Arabica,Brazil,2016,Catuai,Green,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10.0,10.0,0.11
Arabica,Brazil,2016,,Green,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10.0,10.0,0.11
Arabica,Brazil,2016,Bourbon,Bluish-Green,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10.0,10.0,0.11
Arabica,Costa Rica,2015,Caturra,Bluish-Green,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10.0,10.0,0.1
Arabica,Costa Rica,2015,Catuai,Green,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10.0,10.0,0.0
Arabica,China,2015,Catimor,Green,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10.0,10.0,0.12
Arabica,Brazil,2015,Bourbon,Green,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10.0,10.0,0.07
Arabica,Brazil,2015,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10.0,10.0,0.11
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10.0,10.0,0.1
Arabica,Malawi,2014,Gesha,Green,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10.0,10.0,0.12
Arabica,Brazil,2014,Bourbon,Blue-Green,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8.0,10.0,6.67,0.11
Arabica,Guatemala,2014,Pacas,Green,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10.0,0.12
Arabica,Mexico,2014,,Green,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10.0,10.0,0.1
Arabica,Taiwan,2013,Typica,Green,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10.0,10.0,0.12
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10.0,10.0,0.0
Arabica,Mexico,2013,Typica,Green,Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10.0,10.0,0.12
Arabica,Costa Rica,2012,,Green,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,10.0,0.0
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,None,Natural / Dry,7.58,7.67,7.58,7.33,7.0,7.58,10.0,10.0,0.15
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10.0,10.0,0.13
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10.0,10.0,0.1
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,8.0,7.75,7.33,7.33,7.08,7.67,9.33,10.0,0.11
Arabica,Brazil,2012,Mundo Novo,Green,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10.0,10.0,0.11
Arabica,Colombia,2012,Caturra,Green,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10.0,10.0,0.0
Arabica,Brazil,,Catuai,Green,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10.0,10.0,0.09
Arabica,Taiwan,2016,,Blue-Green,,7.0,7.08,7.0,7.17,7.0,7.0,10.0,10.0,0.1
Arabica,Guatemala,2016,Pacas,Green,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10.0,10.0,0.11
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10.0,10.0,0.0
Arabica,El Salvador,2014,Bourbon,Green,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,0.12
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10.0,10.0,0.11
Arabica,Malawi,2014,Gesha,Blue-Green,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10.0,10.0,0.13
Arabica,Brazil,2014,Bourbon,Green,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10.0,10.0,0.11
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Mexico,2013,Mundo Novo,Blue-Green,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10.0,10.0,0.12
Arabica,United States,2013,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10.0,10.0,0.0
Arabica,Mexico,2012,Bourbon,None,Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10.0,10.0,0.16
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10.0,10.0,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10.0,10.0,0.12
Arabica,El Salvador,2012,Other,Green,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10.0,10.0,0.0
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10.0,10.0,0.1
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10.0,10.0,0.12
Arabica,Colombia,2012,Caturra,Green,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10.0,10.0,0.11
Arabica,Brazil,2012,Arusha,Green,Natural / Dry,7.67,7.58,7.42,7.0,7.5,7.58,10.0,10.0,0.12
Arabica,Colombia,,,,,7.17,7.25,7.58,7.25,7.58,7.67,10.0,10.0,0.22
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10.0,10.0,0.11
Arabica,Honduras,2015,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10.0,10.0,0.11
Arabica,Nicaragua,,,Green,,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,0.1
Arabica,Tanzania,2015,Bourbon,Green,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10.0,10.0,0.13
Arabica,Tanzania,2015,Other,Green,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10.0,10.0,0.12
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10.0,10.0,0.0
Arabica,Thailand,2014,,Bluish-Green,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10.0,10.0,0.12
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10.0,10.0,0.11
Arabica,Guatemala,2014,Bourbon,Blue-Green,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10.0,10.0,0.09
Arabica,Brazil,2014,Mundo Novo,Green,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10.0,10.0,0.12
Arabica,Mexico,2013,Other,Green,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10.0,10.0,0.12
Arabica,Mexico,2013,Other,None,Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10.0,10.0,0.1
Arabica,Taiwan,2013,Typica,Green,Other,7.5,7.5,7.5,7.5,7.5,7.5,10.0,10.0,0.11
Arabica,Taiwan,2012,Typica,Green,Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10.0,10.0,0.0
Arabica,Colombia,2013,Caturra,Bluish-Green,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10.0,10.0,0.0
Arabica,Mexico,2012,Typica,None,Washed / Wet,7.5,7.67,7.0,7.5,7.33,7.5,10.0,10.0,0.15
Arabica,Guatemala,2012,Caturra,None,Washed / Wet,7.25,7.75,7.0,7.75,8.17,7.75,10.0,9.33,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.0,7.67,7.5,7.5,7.42,7.5,10.0,10.0,0.1
Arabica,Colombia,2010,,,,7.58,7.67,7.42,7.17,7.17,7.75,10.0,10.0,0.08
Arabica,Indonesia,2017,Bourbon,,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10.0,10.0,0.15
Arabica,Colombia,2016,Caturra,Green,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,10.0,0.0
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10.0,10.0,0.11
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10.0,10.0,0.0
Arabica,Costa Rica,2015,Caturra,Blue-Green,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10.0,10.0,0.0
Arabica,Tanzania,2014,Bourbon,Green,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10.0,10.0,0.12
Arabica,Colombia,2013,,Green,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10.0,10.0,0.11
Arabica,Costa Rica,2013,Caturra,Green,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10.0,10.0,0.13
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10.0,10.0,0.11
Arabica,Vietnam,2012,Other,Green,Natural / Dry,7.67,8.0,7.17,7.08,7.67,7.08,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10.0,10.0,0.11
Arabica,United States,2012,Hawaiian Kona,Green,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10.0,10.0,0.1
Arabica,Colombia,2011,,,,7.67,7.42,7.67,7.33,7.25,7.58,10.0,10.0,0.08
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10.0,10.0,0.12
Arabica,Honduras,2016,Caturra,Green,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.1
Arabica,Brazil,2016,Bourbon,Green,Natural / Dry,7.5,7.33,7.42,7.5,7.33,7.42,10.0,10.0,0.11
Arabica,Tanzania,2015,Other,Green,Washed / Wet,7.67,7.33,7.33,7.42,7.42,7.42,10.0,10.0,0.13
Arabica,Laos,2015,Other,Blue-Green,Washed / Wet,7.42,7.5,7.25,7.33,7.5,7.5,10.0,10.0,0.12
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.42,7.42,7.33,7.58,7.33,7.42,10.0,10.0,0.12
Arabica,Malawi,2014,Gesha,Bluish-Green,Washed / Wet,7.5,7.42,7.33,7.58,7.33,7.5,10.0,10.0,0.13
Arabica,Taiwan,2013,Typica,Green,Washed / Wet,7.33,7.5,7.17,7.42,7.5,7.33,10.0,10.0,0.09
Arabica,Thailand,2013,,Green,Washed / Wet,7.58,7.5,7.42,7.42,7.33,7.42,10.0,10.0,0.11
Arabica,Costa Rica,2013,Catuai,Green,Washed / Wet,7.5,7.25,7.33,7.33,7.75,7.5,10.0,10.0,0.1
Arabica,Honduras,2014,Caturra,Green,Washed / Wet,7.33,7.33,7.33,7.5,7.5,7.83,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Green,Washed / Wet,7.33,7.33,7.58,7.5,7.5,7.58,10.0,10.0,0.11
Arabica,Taiwan,2012,Typica,Bluish-Green,Washed / Wet,7.42,7.58,7.33,7.42,8.0,7.5,9.33,10.0,0.12
Arabica,Brazil,2012,Mundo Novo,Blue-Green,Natural / Dry,7.33,7.67,7.42,7.17,7.33,7.42,10.0,10.0,0.11
Arabica,Mexico,2012,Typica,Green,Washed / Wet,7.67,7.33,7.25,7.5,7.42,7.42,10.0,10.0,0.12
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.33,7.5,7.33,7.5,10.0,10.0,0.12
Arabica,Brazil,2012,Catuai,Blue-Green,Semi-washed / Semi-pulped,7.42,7.5,7.25,7.5,7.5,7.42,10.0,10.0,0.11
Arabica,Guatemala,2012,Bourbon,Green,Natural / Dry,7.33,7.33,7.33,7.5,7.67,7.67,10.0,10.0,0.11
Arabica,Brazil,2012,Mundo Novo,Green,Semi-washed / Semi-pulped,7.58,7.5,7.17,7.5,7.5,7.42,10.0,10.0,0.12
Arabica,Guatemala,2012,Bourbon,Green,Washed / Wet,7.75,7.33,7.33,7.42,7.75,7.67,10.0,9.33,0.0
Arabica,Colombia,,Caturra,,,7.33,7.0,7.08,7.42,7.5,7.67,10.0,10.0,0.07
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.58,7.5,9.33,10.0,0.1
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.42,10.0,10.0,0.11
Arabica,Honduras,2017,Caturra,Green,Washed / Wet,7.58,7.5,7.25,7.33,7.42,7.5,10.0,10.0,0.12
Arabica,Brazil,2016,Catuai,Green,Natural / Dry,7.42,7.33,7.33,7.5,7.5,7.33,10.0,10.0,0.11
Arabica,El Salvador,2014,Bourbon,Green,Washed / Wet,7.67,7.58,7.33,7.5,7.5,7.67,10.0,9.33,0.11
Arabica,Guatemala,2015,Catuai,Green,Washed / Wet,7.58,7.58,7.17,7.83,7.17,7.33,10.0,10.0,0.11
Arabica,Tanzania,2014,Other,Green,Washed / Wet,7.33,7.33,7.33,7.42,7.5,7.58,10.0,10.0,0.12
Arabica,Nicaragua,2013,,Green,Washed / Wet,7.58,7.42,7.25,7.17,7.5,7.67,10.0,10.0,0.12
Arabica,Zambia,2014,SL28,,Washed / Wet,7.67,7.08,7.42,7.33,7.75,7.42,10.0,10.0,0.0
Arabica,Honduras,2012,,Green,Washed / Wet,7.42,7.33,7.33,7.58,7.33,7.5,10.0,10.0,0.11
Arabica,Taiwan,2012,Typica,Green,Other,7.5,7.5,7.42,7.25,7.5,7.5,10.0,10.0,0.11
Arabica,Mexico,2013,Bourbon,Green,Washed / Wet,7.58,7.5,7.25,7.58,7.5,7.25,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,None,Semi-washed / Semi-pulped,7.5,7.5,7.25,7.25,7.5,7.5,10.0,10.0,0.13
Arabica,Mexico,2012,Mundo Novo,None,Washed / Wet,7.5,7.42,7.25,7.5,7.33,7.33,10.0,10.0,0.14
Arabica,Mexico,2012,Other,Green,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10.0,0.12
Arabica,Brazil,2012,Mundo Novo,Green,Natural / Dry,7.42,7.58,7.25,7.5,7.33,7.5,10.0,10.0,0.12
Arabica,Colombia,2010,,,,7.67,7.33,7.33,7.58,7.33,7.33,10.0,10.0,0.09
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.42,7.5,7.25,7.5,7.33,7.42,10.0,10.0,0.1
Arabica,Costa Rica,2016,Catuai,Green,Pulped natural / honey,7.25,7.33,7.5,7.33,7.67,7.42,10.0,10.0,0.0
Arabica,Brazil,2016,Mundo Novo,Green,Natural / Dry,7.42,7.5,7.42,7.5,7.42,7.25,10.0,10.0,0.11
Arabica,Indonesia,2015,Other,Green,Other,7.75,7.83,7.58,7.75,7.92,7.83,10.0,10.0,0.11
Arabica,Guatemala,2015,Bourbon,Green,Washed / Wet,7.58,7.5,7.33,7.42,7.58,7.25,10.0,10.0,0.1
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.17,7.58,6.83,7.5,7.75,7.25,10.0,10.0,0.0
Arabica,Brazil,2015,Yellow Bourbon,Green,Natural / Dry,7.58,7.0,6.92,6.92,7.67,7.5,10.0,10.0,0.0
Arabica,Myanmar,2015,Catuai,Green,Washed / Wet,7.33,7.58,7.5,7.42,7.33,7.33,10.0,10.0,0.0
Arabica,Mexico,2015,Catuai,Green,Washed / Wet,7.58,7.5,7.33,7.5,7.17,7.33,10.0,10.0,0.11
Arabica,Honduras,2015,Catuai,Green,Washed / Wet,7.5,7.5,7.33,7.5,7.42,7.25,10.0,10.0,0.12
Arabica,Costa Rica,2015,Caturra,Green,Washed / Wet,7.67,7.5,7.5,7.25,7.08,7.42,10.0,10.0,0.09
Arabica,Taiwan,2014,Typica,Green,Washed / Wet,7.67,7.33,7.17,7.25,7.75,7.33,10.0,10.0,0.0
Arabica,Indonesia,2014,Typica,None,Other,7.42,7.42,7.42,7.33,7.42,7.42,10.0,10.0,0.11
Arabica,Malawi,2014,Gesha,Green,Washed / Wet,7.58,7.42,7.33,7.33,7.33,7.42,10.0,10.0,0.13
Arabica,Brazil,2014,Bourbon,Green,Natural / Dry,7.33,7.58,7.25,7.17,7.83,7.33,10.0,10.0,0.11
Arabica,Honduras,2014,Caturra,Green,Natural / Dry,7.5,7.5,7.33,7.33,7.33,7.33,10.0,10.0,0.1
Arabica,Mexico,2014,Typica,Green,Washed / Wet,7.42,7.42,7.25,7.5,7.33,7.42,10.0,10.0,0.11
Arabica,Colombia,2013,Caturra,Bluish-Green,Washed / Wet,7.5,7.5,7.0,7.42,7.5,7.58,10.0,10.0,0.0
Arabica,United States,2012,Hawaiian Kona,Bluish-Green,Natural / Dry,7.83,7.83,7.83,8.0,7.83,7.83,10.0,10.0,0.0
Arabica,Brazil,2012,Bourbon,Bluish-Green,Semi-washed / Semi-pulped,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,0.12
Arabica,Guatemala,2013,Bourbon,Green,Washed / Wet,7.83,7.67,7.33,7.33,7.67,7.83,9.33,9.33,0.11
Arabica,Mexico,2012,Bourbon,Green,Washed / Wet,7.83,7.33,7.25,7.58,7.25,7.33,10.0,10.0,0.12
Arabica,Mexico,2012,Typica,Green,Semi-washed / Semi-pulped,7.33,7.33,7.25,7.5,7.5,7.5,10.0,10.0,0.12
Arabica,Brazil,2011,Mundo Novo,,,7.33,7.67,7.25,7.5,7.5,7.25,10.0,10.0,0.02
Arabica,Colombia,2011,,,,7.58,7.5,7.17,7.58,7.33,7.33,10.0,10.0,0.05
Arabica,United States,,,,,7.25,7.58,7.83,7.67,7.75,7.75,9.33,10.0,0.02
Arabica,Guatemala,2017,Bourbon,Green,Washed / Wet,7.5,7.5,7.25,7.42,7.42,7.33,10.0,10.0,0.11
Arabica,Vietnam,2014,Caturra,Bluish-Green,Washed / Wet,7.0,7.08,7.33,7.5,7.5,7.33,10.0,10.0,0.12
